sgRNA	Gene	ctr	exp
Zfp661_2	Zfp661	8980	8146
Setx_4	Setx	1744	1577
Tfpt_1	Tfpt	2046	1326
Ins2_3	Ins2	3133	2545
Nfu1_3	Nfu1	1716	1412
Pou1f1_2	Pou1f1	4662	3887
Hist3h2a_3	Hist3h2a	4974	4218
Rab3ip_1	Rab3ip	3272	3058
Taok3_2	Taok3	2264	1564
Skp2_3	Skp2	1484	1027
Pgrmc1_1	Pgrmc1	3622	2805
Hipk2_2	Hipk2	4785	4331
Abcc3_2	Abcc3	2535	1745
Mcm7_5	Mcm7	7659	5684
Sesn1_3	Sesn1	8604	7136
Pim3_2	Pim3	1100	875
Ak6_4	Ak6	920	762
Crat_3	Crat	4532	4166
Ccar1_3	Ccar1	610	650
Cers6_4	Cers6	1368	1099
Prkca_3	Prkca	11958	10704
Klf17_3	Klf17	6770	5712
Mmab_2	Mmab	5087	4455
Hormad2_2	Hormad2	2463	2365
Mapk6_4	Mapk6	6822	5035
Parp9_1	Parp9	4423	3476
Ccnt2_1	Ccnt2	2555	2271
Map2k2_2	Map2k2	4567	4466
Lyzl4_3	Lyzl4	3996	3525
Slc30a1_4	Slc30a1	5283	4618
Dnph1_3	Dnph1	4607	3747
Scn1b_4	Scn1b	6090	5091
Pik3r3_5	Pik3r3	6609	5927
Xpot_3	Xpot	1223	1390
Enc1_2	Enc1	2849	2676
Atp1b4_1	Atp1b4	437	398
Klk1b1_3	Klk1b1	3073	2558
Hlf_1	Hlf	10766	11584
Tceb2_2	Tceb2	1525	1323
Prkaca_1	Prkaca	8224	7324
Sumo1_1	Sumo1	207	177
Patl2_4	Patl2	2561	2446
Zc4h2_4	Zc4h2	1637	1138
Zfp37_3	Zfp37	3634	3388
Alb_2	Alb	6569	5703
Eid1_4	Eid1	3644	3134
Htr3b_1	Htr3b	1080	656
Ect2_3	Ect2	706	456
Ssb_3	Ssb	530	594
Rps12_1	Rps12	543	629
Manf_4	Manf	5140	4348
Uri1_3	Uri1	4218	3385
H1fnt_1	H1fnt	3246	2632
Gbp3_2	Gbp3	5444	4654
Etv1_4	Etv1	2043	1658
Klhdc3_3	Klhdc3	3278	2849
Med23_4	Med23	648	838
Esco1_4	Esco1	6293	6023
Agap2_2	Agap2	1903	1842
Utp6_2	Utp6	1808	1590
Rfxap_1	Rfxap	6981	6312
Ypel4_3	Ypel4	2489	1864
Diap3_3	Diap3	7634	6074
Rplp0_4	Rplp0	1172	766
S100a9_2	S100a9	6830	5348
Kif23_1	Kif23	1572	1471
Ppp2cb_1	Ppp2cb	2361	1897
Hmgn2_2	Hmgn2	991	688
Ctnna1_4	Ctnna1	2102	1365
Snx20_1	Snx20	3607	2947
Stc1_2	Stc1	4488	4009
Brpf3_1	Brpf3	7801	5992
Il15_3	Il15	3575	2988
Insm1_2	Insm1	4718	3956
Cbfa2t2_4	Cbfa2t2	962	805
Pklr_4	Pklr	4403	3885
Cops3_1	Cops3	889	790
Tcf12_2	Tcf12	5001	3974
Sp110_4	Sp110	80	33
Slc11a2_3	Slc11a2	2032	1649
Wdr48_3	Wdr48	165	147
Eng_4	Eng	2458	2407
Trim45_2	Trim45	4111	3433
Batf3_3	Batf3	5615	4757
Atpaf2_4	Atpaf2	994	1153
Nedd8_1	Nedd8	613	766
Snrpf_2	Snrpf	1248	846
Odf2_3	Odf2	3325	2902
Glmp_3	Glmp	2169	1741
Nom1_2	Nom1	631	478
Phc1_1	Phc1	2563	2397
Hif1an_2	Hif1an	14079	11069
Galns_5	Galns	2082	1571
Nfkbiz_2	Nfkbiz	6752	6006
Wdr3_3	Wdr3	1138	1049
Pip5k1b_1	Pip5k1b	6086	5297
Zfp954_3	Zfp954	596	442
Thoc7_1	Thoc7	712	578
Tbx20_1	Tbx20	3333	2941
Myrf_4	Myrf	2879	2387
Syce3_1	Syce3	1571	1542
Blvrb_2	Blvrb	7017	5453
Ptpru_4	Ptpru	2881	2610
Eif6_2	Eif6	430	421
Psat1_4	Psat1	9266	8509
Ptpn2_3	Ptpn2	2847	2483
Tax1bp3_4	Tax1bp3	4177	3078
Prkaca_4	Prkaca	11948	10169
Ide_2	Ide	3439	2835
Ldlr_2	Ldlr	3209	2254
Zfp385b_3	Zfp385b	3509	3196
Ino80e_4	Ino80e	9127	7128
Rcor2_1	Rcor2	4613	4672
Acaca_3	Acaca	3712	3219
Eif2d_4	Eif2d	342	284
Nupl2_1	Nupl2	4083	3423
Ethe1_3	Ethe1	4019	3467
Slc12a1_1	Slc12a1	2120	1646
Nfatc3_4	Nfatc3	2166	1888
Smad9_2	Smad9	9388	8608
Tnfaip1_4	Tnfaip1	3111	2908
Runx1t1_1	Runx1t1	4872	4027
Trnau1ap_1	Trnau1ap	5628	4567
Arhgap22_4	Arhgap22	9571	7900
Tuba3a_3	Tuba3a	3563	3278
Sh3bgrl3_4	Sh3bgrl3	3563	2828
Chek1_2	Chek1	14591	13365
Scn5a_3	Scn5a	9590	7020
Pfkfb3_4	Pfkfb3	4073	3939
Rps6ka1_3	Rps6ka1	2519	2093
Map3k4_2	Map3k4	4932	3947
Pld6_3	Pld6	6575	4842
Drd4_1	Drd4	8454	7855
Traf6_2	Traf6	2868	2943
Grhl2_2	Grhl2	526	342
Prpf18_2	Prpf18	3452	3186
Rbfox2_3	Rbfox2	4789	4131
Slc6a1_4	Slc6a1	2949	2545
Fancc_4	Fancc	1663	1575
Pygo2_3	Pygo2	4533	3588
Tnfrsf11a_3	Tnfrsf11a	4754	3442
Fanca_2	Fanca	1868	1430
Polr1a_2	Polr1a	3424	2968
Nkx1-2_4	Nkx1-2	2869	2202
Creb3l1_2	Creb3l1	5377	4973
Htatsf1_2	Htatsf1	2711	2034
Cnot6_3	Cnot6	4366	3912
Aarsd1_2	Aarsd1	4042	3516
Gpatch4_4	Gpatch4	3194	2654
Sox3_3	Sox3	5830	5062
Arid5a_4	Arid5a	3082	2603
Gnpda2_2	Gnpda2	3862	3342
Bud31_2	Bud31	594	456
Acacb_4	Acacb	6371	5794
Rragd_2	Rragd	2615	2539
Tox_2	Tox	551	505
Phf2_4	Phf2	2584	2221
Nufip2_1	Nufip2	2421	2023
Glul_4	Glul	3623	2955
Hist1h1a_2	Hist1h1a	1594	1392
Cactin_3	Cactin	2516	1904
Glrp1_3	Glrp1	4550	3723
Slc25a11_4	Slc25a11	4704	3942
Meox2_3	Meox2	15335	12447
Scand1_3	Scand1	10492	9395
Ppp3r1_5	Ppp3r1	11033	9190
Klf8_1	Klf8	3666	3382
Ranbp9_3	Ranbp9	3883	2833
Ecd_1	Ecd	3553	2794
Acot7_3	Acot7	6341	5490
Cryba1_1	Cryba1	1445	1084
Hsd3b1_5	Hsd3b1	11651	9311
Sin3b_3	Sin3b	1027	963
Nfya_2	Nfya	102	112
Psmc3ip_2	Psmc3ip	938	962
Trim32_1	Trim32	6485	5177
Suv39h1_4	Suv39h1	3409	2953
Cptp_1	Cptp	2458	1729
Nosip_4	Nosip	676	688
Ndrg1_2	Ndrg1	6049	5321
Trim8_1	Trim8	5203	4503
Gria2_2	Gria2	2400	2047
Drd4_4	Drd4	9313	7486
Aldh1b1_3	Aldh1b1	2429	2590
Siah1a_3	Siah1a	2431	2144
Mmp2_4	Mmp2	7613	6556
Cdv3_2	Cdv3	5179	4681
Dock7_4	Dock7	1033	845
Ccdc101_3	Ccdc101	13571	10794
Zfp821_2	Zfp821	4566	3590
Elp4_3	Elp4	268	283
Sox1_4	Sox1	5401	4556
Ssbp2_2	Ssbp2	8504	7903
Pkp3_1	Pkp3	3653	2976
Syt2_5	Syt2	4045	3463
Srp19_4	Srp19	1128	865
Ptpmt1_4	Ptpmt1	732	761
Cnp_4	Cnp	4298	3748
Fshr_1	Fshr	10034	8479
Plk1_4	Plk1	255	247
Dmrtb1_3	Dmrtb1	5068	4870
Erf_4	Erf	8973	7966
Palb2_1	Palb2	463	350
Eefsec_1	Eefsec	983	768
Cytip_3	Cytip	5734	4642
Peg10_1	Peg10	3546	3042
Hist4h4_3	Hist4h4	4445	3708
Babam1_2	Babam1	4647	3599
Eid1_3	Eid1	3756	3136
Nkx2-2_2	Nkx2-2	14096	11625
Ptpn1_3	Ptpn1	3321	2638
Becn1_3	Becn1	30	48
Atp2a3_3	Atp2a3	2535	2369
Ankra2_3	Ankra2	4521	3532
Chd3_1	Chd3	3547	2361
Ap2a2_1	Ap2a2	4019	3246
Smyd3_2	Smyd3	2509	2133
Ascc3_1	Ascc3	632	485
Pold2_3	Pold2	186	160
Wdr6_3	Wdr6	7440	6011
Pnp2_4	Pnp2	7063	5849
Pnp2_3	Pnp2	7063	5849
Mmp12_3	Mmp12	823	663
Nle1_4	Nle1	608	664
Ebf1_4	Ebf1	9749	7449
Rbm3_1	Rbm3	3639	3208
Zw10_1	Zw10	1194	1145
Hoxa1_1	Hoxa1	4119	3633
Isl1_2	Isl1	4401	3937
Kdm1a_1	Kdm1a	14692	13225
Ppp3r2_5	Ppp3r2	11699	9441
Ppp4c_4	Ppp4c	1105	1005
Cacna1b_3	Cacna1b	2876	2100
Ddx21_3	Ddx21	528	405
Rbm25_2	Rbm25	3135	2272
Pfdn1_3	Pfdn1	2233	1791
Rara_2	Rara	943	1073
Rif1_3	Rif1	6422	7177
Fam178a_2	Fam178a	2567	2156
Abcb8_3	Abcb8	5901	5831
Iqsec1_1	Iqsec1	2840	2454
Mapk1_1	Mapk1	5196	4718
Papd7_3	Papd7	3909	3111
Prpf3_2	Prpf3	1326	1400
Nfkbil1_4	Nfkbil1	4830	3841
Maf_3	Maf	7698	6591
Kcnh6_5	Kcnh6	6111	4509
Hist1h2af_3	Hist1h2af	3990	3119
Cacybp_2	Cacybp	6298	5472
Fam71a_2	Fam71a	4934	4706
Epc2_4	Epc2	7185	5813
Zfp672_2	Zfp672	4947	4105
Maml1_4	Maml1	6321	5726
Celf4_4	Celf4	6901	5766
Eif4g3_3	Eif4g3	8752	8346
Tbx5_2	Tbx5	13694	11337
Rbm24_1	Rbm24	4314	3598
Rad1_1	Rad1	251	247
Hdlbp_3	Hdlbp	3813	3606
Hist4h4_1	Hist4h4	2363	1673
Rbm10_2	Rbm10	4231	2823
Zfp629_2	Zfp629	5397	4103
Afmid_1	Afmid	4165	3540
Zfp174_2	Zfp174	4389	3837
Hsd17b11_5	Hsd17b11	2584	2076
Chd5_3	Chd5	3987	3282
Clic4_2	Clic4	4759	3672
Tk1_2	Tk1	3797	3062
Bcl2l15_2	Bcl2l15	3320	2927
Tnpo1_4	Tnpo1	3824	3768
Fsbp_3	Fsbp	5283	4036
Zfp385a_4	Zfp385a	3697	2348
Pvalb_3	Pvalb	4986	4065
Ctnnd2_2	Ctnnd2	636	756
Pemt_3	Pemt	586	593
Il6_5	Il6	5132	4298
Meiob_3	Meiob	1558	1144
Arntl_4	Arntl	1177	1083
Asxl1_3	Asxl1	2230	1741
Pogz_3	Pogz	1010	1030
Themis_1	Themis	911	717
Map2k1_1	Map2k1	3335	2794
Nfib_2	Nfib	1194	891
Trim71_3	Trim71	1673	936
Zbtb3_4	Zbtb3	4112	3224
Necab1_2	Necab1	5109	3995
Tyr_4	Tyr	3984	3244
Rai1_3	Rai1	2029	1777
Tubb6_1	Tubb6	2965	2288
Prmt1_3	Prmt1	407	367
Zfr_4	Zfr	2251	2083
Phf10_2	Phf10	2591	2477
Spag1_2	Spag1	1206	602
Btf3_2	Btf3	518	540
Ncoa7_2	Ncoa7	5055	4410
Mgrn1_3	Mgrn1	2278	2197
Lef1_3	Lef1	6919	5891
Foxl1_4	Foxl1	14023	12140
2310022A10Rik_2	2310022A10Rik	2447	2566
Hspb7_4	Hspb7	5737	4731
Parp9_2	Parp9	3063	2180
Ptgfr_4	Ptgfr	4414	3693
Donson_4	Donson	4432	3774
Pkd1_4	Pkd1	4961	4886
Creb3l3_4	Creb3l3	10099	8383
Pou2f2_1	Pou2f2	8315	6846
Dpy30_2	Dpy30	717	743
Kcnmb3_1	Kcnmb3	4852	4289
Nr2f2_5	Nr2f2	3022	3115
Ttc21b_1	Ttc21b	7407	6326
Jarid2_3	Jarid2	1323	1069
Mkx_4	Mkx	3236	3167
Notch2_1	Notch2	9185	7877
Mtnr1a_5	Mtnr1a	2887	2318
Nckipsd_2	Nckipsd	2902	2633
Ten1_1	Ten1	942	754
Timm13_2	Timm13	644	573
Irak1bp1_2	Irak1bp1	3565	3036
Gtf2i_1	Gtf2i	5007	4384
Zbtb10_2	Zbtb10	2726	2699
Fam188a_4	Fam188a	1218	1117
Mx1_4	Mx1	3345	2583
Ddx54_3	Ddx54	728	771
Fem1b_3	Fem1b	2529	2707
Sh3bgrl3_1	Sh3bgrl3	4039	3147
Gnl2_2	Gnl2	912	563
Psma6_1	Psma6	1358	1328
Rcl1_3	Rcl1	500	447
Trim68_3	Trim68	3886	3616
Klf16_2	Klf16	3076	2355
Zfp120_3	Zfp120	8455	7152
Ube2d3_2	Ube2d3	183	143
Satb2_2	Satb2	3897	3265
Cers2_1	Cers2	530	299
Hectd2_2	Hectd2	5279	5013
Zc3h11a_3	Zc3h11a	1133	1169
Ddx10_4	Ddx10	1748	1502
Phb2_3	Phb2	597	532
Snrpe_3	Snrpe	1705	1098
Stat1_1	Stat1	4722	4214
Osbpl3_1	Osbpl3	4204	3646
Akt1_4	Akt1	6772	5267
Stag2_4	Stag2	1255	1166
Dmrt2_2	Dmrt2	1362	1222
Pgk2_2	Pgk2	6178	5587
G3bp1_2	G3bp1	4341	3352
Dnmt3l_1	Dnmt3l	7113	6151
Rheb_2	Rheb	3362	2547
Plxnb2_2	Plxnb2	2585	2179
Xrcc3_2	Xrcc3	840	770
Mapk10_2	Mapk10	6230	5180
Ppp1r16b_1	Ppp1r16b	4695	4490
Tacc2_1	Tacc2	4579	3645
Cdc23_4	Cdc23	444	438
Kansl2_4	Kansl2	379	331
Dmd_1	Dmd	8393	7505
Tnks_3	Tnks	3799	3171
Cep162_4	Cep162	630	485
Rhpn2_3	Rhpn2	4101	2906
Rbm24_2	Rbm24	6141	4540
Nxt2_4	Nxt2	5889	5068
Golim4_1	Golim4	3836	2755
Tnpo2_2	Tnpo2	3910	3465
Senp7_3	Senp7	3689	3224
Wrap53_3	Wrap53	1234	1005
Polr1d_2	Polr1d	2328	1980
Snrnp200_2	Snrnp200	1668	1276
Pdik1l_4	Pdik1l	3852	3396
Nek7_1	Nek7	4660	4339
Snx10_2	Snx10	4874	4351
Celf6_2	Celf6	4327	3783
Rpl14_3	Rpl14	993	1125
Mid1ip1_2	Mid1ip1	4610	3992
Slc16a3_4	Slc16a3	4579	3618
Numa1_2	Numa1	1406	1180
Sprr2f_3	Sprr2f	4422	3822
Smarca2_3	Smarca2	3348	2687
Taf13_3	Taf13	787	726
Hnrnpll_3	Hnrnpll	7321	5514
Psmd8_2	Psmd8	926	611
Hsd17b1_2	Hsd17b1	15130	13105
Lss_3	Lss	5515	5021
Usp2_4	Usp2	5025	4202
Prr13_3	Prr13	4059	4024
Rpf2_4	Rpf2	1085	989
Pde3b_2	Pde3b	4742	3796
Foxi1_2	Foxi1	690	458
Tcf21_1	Tcf21	10640	9280
Creb3l4_1	Creb3l4	4830	3966
Ptpn20_2	Ptpn20	7305	6549
CTRL0001_1	CTRL0001	2585	2047
Ntn4_5	Ntn4	4094	3193
Rangrf_3	Rangrf	2321	1835
Plag1_3	Plag1	5921	5302
Btrc_4	Btrc	4126	3653
Megf8_3	Megf8	4449	3438
Cutc_3	Cutc	4093	3918
Zfp110_3	Zfp110	249	142
Scp2_1	Scp2	3522	3485
Pcgf6_2	Pcgf6	1161	1049
Ubxn6_2	Ubxn6	2495	2056
Cenpe_3	Cenpe	260	190
Hsf4_1	Hsf4	7300	6473
Kmt2d_4	Kmt2d	1777	1292
Smtnl1_1	Smtnl1	3220	2531
Chrna7_1	Chrna7	8534	6931
Lrp2_4	Lrp2	13383	11353
Anapc2_2	Anapc2	660	607
Kif11_5	Kif11	569	424
Cyth1_4	Cyth1	1549	1224
Snf8_2	Snf8	651	519
Cdk13_2	Cdk13	2877	2520
Trip6_2	Trip6	5539	5196
Cul7_3	Cul7	4430	4012
Rnf2_3	Rnf2	2140	1996
Zic3_3	Zic3	11217	10099
Peli1_3	Peli1	2543	1890
Fgfr3_5	Fgfr3	3970	3055
Fam170a_3	Fam170a	2315	1775
2610002J02Rik_4	2610002J02Rik	2471	1899
Maob_2	Maob	6087	5131
Tbc1d1_1	Tbc1d1	6340	4881
Ddb2_3	Ddb2	4592	4173
Zc3h4_4	Zc3h4	3980	4061
Siah2_2	Siah2	5244	4469
Rnf11_2	Rnf11	4994	3625
Camk2a_2	Camk2a	7396	6720
Tex24_1	Tex24	5112	4104
Accs_3	Accs	3518	3365
Tubb2a_4	Tubb2a	12972	10817
Tsc22d4_1	Tsc22d4	3417	2852
Pink1_2	Pink1	6883	6095
Tsn_2	Tsn	2712	2277
Marf1_4	Marf1	9190	6644
Il1r2_2	Il1r2	2056	2043
Muc1_3	Muc1	2920	2442
Pank1_1	Pank1	6137	5635
Rad51ap1_3	Rad51ap1	2071	1618
Jazf1_3	Jazf1	3919	3585
Pygo1_1	Pygo1	2003	1776
En1_3	En1	5761	4631
Ssna1_4	Ssna1	6030	4983
Sun5_1	Sun5	5617	4705
Mfsd8_1	Mfsd8	5566	4908
Hexim2_1	Hexim2	3985	3224
Pqbp1_1	Pqbp1	2558	2388
Adi1_4	Adi1	6828	5730
Casp9_1	Casp9	5511	5089
Smarca4_1	Smarca4	254	154
Zfp787_1	Zfp787	3564	2735
Hint1_4	Hint1	3008	2735
Ttc3_1	Ttc3	3926	3836
Morf4l2_3	Morf4l2	4332	3439
Tspyl5_1	Tspyl5	2162	2155
Wbp2_4	Wbp2	4973	4681
Prickle2_4	Prickle2	4388	3671
Cdk1_5	Cdk1	752	574
Cbr1_2	Cbr1	6319	5318
Zbtb7a_4	Zbtb7a	7164	6807
Zcchc9_4	Zcchc9	2071	1448
Ddx3x_4	Ddx3x	226	308
Cdk9_3	Cdk9	2082	1519
Hira_3	Hira	666	741
Tnrc6c_4	Tnrc6c	4739	3706
Ace2_4	Ace2	6683	5819
Atf4_1	Atf4	3540	2730
H2afv_2	H2afv	5799	4708
Hrasls_1	Hrasls	2762	2435
Fubp1_4	Fubp1	1224	1078
Wdr92_2	Wdr92	1271	898
Exosc10_1	Exosc10	1030	1101
Sdr9c7_4	Sdr9c7	7790	6184
Gcdh_1	Gcdh	6398	5893
Bcl2l10_3	Bcl2l10	5878	5265
Hoxa10_3	Hoxa10	11436	9377
Zcchc6_2	Zcchc6	4830	4260
Safb2_1	Safb2	3033	2647
Il2ra_3	Il2ra	3802	3161
Ercc3_2	Ercc3	928	833
Cdk2ap1_3	Cdk2ap1	2049	1605
Pak1ip1_4	Pak1ip1	919	821
Spen_3	Spen	776	489
Mrpl28_1	Mrpl28	893	453
Scn4a_4	Scn4a	781	830
Uty_3	Uty	4206	3487
N4bp1_2	N4bp1	3499	2729
Tigd2_2	Tigd2	5633	4969
Mcm6_4	Mcm6	1067	713
Ocm_1	Ocm	1069	911
Cdk6_2	Cdk6	4842	4477
Foxd2_2	Foxd2	7531	6767
Rnf126_3	Rnf126	4435	3435
Cdca2_2	Cdca2	2940	2442
Tmem89_2	Tmem89	4814	4053
Coil_1	Coil	7939	6732
Fam71b_3	Fam71b	1932	1664
Rcc2_2	Rcc2	6624	6029
Fabp4_2	Fabp4	7636	6903
Supt7l_2	Supt7l	3424	2715
Ago4_2	Ago4	3694	3199
Fev_4	Fev	13190	9994
Ccnk_1	Ccnk	2111	1367
Dsp_1	Dsp	4569	4021
Cep85_2	Cep85	4033	3372
Nop14_4	Nop14	957	728
Dpm1_4	Dpm1	3850	3368
Mlip_3	Mlip	3458	2675
Lpin2_1	Lpin2	2826	2764
Krt73_3	Krt73	3762	3471
Nabp1_1	Nabp1	2333	2306
Gfra1_4	Gfra1	1838	1508
Prkrir_1	Prkrir	801	809
Bcl9_1	Bcl9	4643	3871
Ropn1_1	Ropn1	2145	1582
P2rx6_2	P2rx6	3507	2925
Nfkbia_2	Nfkbia	5555	4559
Prss57_3	Prss57	3195	3032
Hif1an_4	Hif1an	6434	5367
Man1b1_3	Man1b1	5480	4157
Dlg1_1	Dlg1	17017	14665
Hpse_5	Hpse	1469	1481
Fxr1_3	Fxr1	4423	3833
Dhrs11_1	Dhrs11	2310	1959
Gdap1_2	Gdap1	4577	3768
Chaf1a_1	Chaf1a	1223	1406
Sorbs1_2	Sorbs1	2319	2217
Six5_3	Six5	4827	4261
Zfp553_3	Zfp553	1889	1739
Nfe2l2_2	Nfe2l2	4689	3492
Usp7_1	Usp7	672	584
Arfgef2_3	Arfgef2	5320	3782
Mnat1_3	Mnat1	1822	1690
Alkbh4_2	Alkbh4	5031	3619
Cntnap1_1	Cntnap1	8290	6965
Kcnma1_3	Kcnma1	1281	1255
Pik3c2g_1	Pik3c2g	4688	4372
Mrps23_4	Mrps23	5245	4842
Rorc_2	Rorc	2983	2710
Nedd8_3	Nedd8	1586	995
Dpcd_3	Dpcd	4424	3317
Ppp2r4_4	Ppp2r4	1252	946
BC005624_2	BC005624	979	1351
Fads1_3	Fads1	2759	2336
Pnpo_2	Pnpo	3378	3023
Rbm6_3	Rbm6	5147	4116
Mmp3_3	Mmp3	5803	4786
Adrb1_4	Adrb1	20300	16293
Pcbp1_3	Pcbp1	661	373
Eftud2_2	Eftud2	2556	2119
Nsmce2_3	Nsmce2	1198	1212
Cartpt_4	Cartpt	4779	4663
Scn10a_3	Scn10a	6099	4917
Creb3l3_1	Creb3l3	1715	1700
Hoxc9_2	Hoxc9	4881	3793
Dok1_3	Dok1	3845	3335
Cd52_3	Cd52	7155	5706
Med24_2	Med24	1521	1742
Timm50_2	Timm50	981	828
Kif18a_2	Kif18a	4874	4172
Fgf2_3	Fgf2	6127	4775
Ano7_4	Ano7	4070	3074
Dclre1a_2	Dclre1a	3769	3130
Sbf1_2	Sbf1	4524	3968
Ttf1_2	Ttf1	563	442
Ciita_1	Ciita	1919	1607
Alyref_2	Alyref	2732	2336
Qrich1_1	Qrich1	1840	1485
Yars_1	Yars	426	343
Ube2c_4	Ube2c	754	450
Med22_1	Med22	2080	1721
Accs_5	Accs	3510	2896
Gli1_2	Gli1	3649	3333
Pias4_2	Pias4	3813	3451
Zbtb6_1	Zbtb6	1183	975
Cacna1c_1	Cacna1c	4039	3500
Ppm1f_3	Ppm1f	3080	2640
Scml4_2	Scml4	4090	4225
Zpbp_2	Zpbp	2979	2752
Coprs_4	Coprs	3153	2851
Zmat1_2	Zmat1	799	573
Noto_1	Noto	4627	3879
Rac2_3	Rac2	4876	4309
Cenpu_2	Cenpu	1411	924
Prelid1_1	Prelid1	441	459
Ctdsp1_2	Ctdsp1	6757	5451
Srsf5_4	Srsf5	1624	1429
Pias4_3	Pias4	4009	3263
Sall1_4	Sall1	3711	3549
Pld5_2	Pld5	3588	2486
Med30_2	Med30	2783	2145
Slc6a3_2	Slc6a3	5816	4932
Gabrb3_5	Gabrb3	9363	8494
Tpp2_1	Tpp2	4672	4050
Cinp_4	Cinp	1439	1206
Klf17_2	Klf17	5034	4141
Hist1h1c_3	Hist1h1c	3773	2975
Ei24_2	Ei24	586	527
Kdm6b_1	Kdm6b	2791	2419
Rai14_3	Rai14	3564	3105
Krt13_2	Krt13	3842	3331
Ddx3x_2	Ddx3x	431	499
Tceal1_3	Tceal1	1606	1387
Nmral1_2	Nmral1	3151	2430
Gpi1_2	Gpi1	2037	1765
Acaca_1	Acaca	1981	1764
Ppp1r10_4	Ppp1r10	775	807
Ghr_5	Ghr	1764	1160
Morc2b_2	Morc2b	869	1123
Hist1h1a_1	Hist1h1a	2783	2668
Lin54_1	Lin54	2574	2080
Alx1_1	Alx1	801	685
Polr3f_1	Polr3f	1519	1258
Hmgcr_5	Hmgcr	3065	2190
Tdrd3_1	Tdrd3	4973	4335
Tcf12_1	Tcf12	2585	2533
Myocd_4	Myocd	16903	14947
Alppl2_5	Alppl2	700	537
Prdx1_3	Prdx1	2233	1899
Hist1h2aa_3	Hist1h2aa	2584	2441
Rab3ip_3	Rab3ip	4602	4098
Rnf20_3	Rnf20	207	301
Poli_3	Poli	3231	3430
Hoxa9_4	Hoxa9	2232	2720
Psmd4_1	Psmd4	284	343
Ppp2r4_2	Ppp2r4	1545	1227
Plin3_5	Plin3	1497	1514
Uso1_1	Uso1	1369	1459
Fzr1_3	Fzr1	855	602
Npm1_1	Npm1	307	237
Tdrd12_2	Tdrd12	2476	2405
Prkrip1_2	Prkrip1	1653	1472
Ylpm1_2	Ylpm1	2382	2275
Nup50_1	Nup50	4915	4042
Lpin1_1	Lpin1	4252	3961
Prox2_2	Prox2	3696	3140
Chrna10_3	Chrna10	6984	5840
Recql5_2	Recql5	3661	2913
Mmp12_5	Mmp12	9641	7972
Zc3h12d_4	Zc3h12d	3144	2626
Scn11a_5	Scn11a	3360	2596
Pml_2	Pml	11887	10238
Kat2a_4	Kat2a	2762	2017
Diablo_2	Diablo	4602	4002
Foxl1_2	Foxl1	3878	3156
Pknox2_3	Pknox2	5635	5570
Hck_2	Hck	8803	7592
Fbxo25_2	Fbxo25	4452	3908
Sfrp4_1	Sfrp4	6695	5766
Prss57_2	Prss57	9207	7956
Tmf1_1	Tmf1	1877	1561
Lmnb2_2	Lmnb2	3993	3550
Fbxl3_3	Fbxl3	5564	5252
Rfc5_1	Rfc5	774	569
Hecw2_1	Hecw2	4233	3691
Flt4_4	Flt4	6566	5353
CTRL0046_1	CTRL0046	5639	4950
Cdk5_5	Cdk5	2763	2009
1110007C09Rik_1	1110007C09Rik	3983	3964
Tbx10_1	Tbx10	487	481
Cdk10_2	Cdk10	3315	2383
Bche_2	Bche	6878	6009
Ppp2r5a_2	Ppp2r5a	3397	3076
Fbxo18_3	Fbxo18	6906	5580
Rest_1	Rest	3698	2893
Vsx1_3	Vsx1	4391	3538
Brd4_4	Brd4	1267	1567
Fstl3_2	Fstl3	1756	1514
Ripk4_4	Ripk4	3313	3136
Ddx52_4	Ddx52	4575	3953
Tjp3_2	Tjp3	3297	2690
Snx20_4	Snx20	7744	6301
Zmat1_3	Zmat1	3146	2244
Trpa1_4	Trpa1	2898	2346
Hivep3_4	Hivep3	3339	2594
Wdr92_1	Wdr92	575	564
Ctr9_1	Ctr9	2895	2299
Nudt16_3	Nudt16	2668	2092
Uncx_2	Uncx	2851	2596
Lrrcc1_3	Lrrcc1	2640	2144
Smndc1_1	Smndc1	1899	1579
Zbtb34_4	Zbtb34	3825	3454
Qk_3	Qk	3699	3065
Syne2_2	Syne2	1170	875
Oaz3_2	Oaz3	8500	7394
Evx2_2	Evx2	2325	1978
Safb2_3	Safb2	3586	2692
Timmdc1_2	Timmdc1	2418	2230
Pxn_2	Pxn	3434	2920
Arntl2_2	Arntl2	483	372
Pds5a_4	Pds5a	2135	2184
Pik3r3_1	Pik3r3	3206	2422
Nid1_4	Nid1	2558	2250
Hnrnpul1_2	Hnrnpul1	4224	3698
Vax2_2	Vax2	2990	2218
Pkp1_4	Pkp1	4516	3602
Nup88_4	Nup88	1923	1740
Nup35_2	Nup35	1475	1090
Asl_4	Asl	859	727
Csrnp2_1	Csrnp2	6323	5594
Ugcg_4	Ugcg	1896	1460
Nucks1_1	Nucks1	5066	4082
Itgb1bp1_2	Itgb1bp1	5847	4835
Ciapin1_3	Ciapin1	1787	1586
Gins3_2	Gins3	1121	847
Senp7_2	Senp7	4291	3390
Usp37_2	Usp37	851	441
Rbm11_1	Rbm11	5690	5357
Zfp36l1_2	Zfp36l1	4790	4490
Habp4_2	Habp4	3634	2682
Dtd1_1	Dtd1	4928	4302
Fcer1a_2	Fcer1a	2927	2280
Ifnar1_5	Ifnar1	3683	3005
Senp2_4	Senp2	5266	5187
