sgRNA	Gene	ctr	exp
Sfpq_2	Sfpq	2330	2121
Ccnj_4	Ccnj	2159	1778
Dip2b_1	Dip2b	5859	5276
Hdac11_4	Hdac11	14276	12406
Aplp2_1	Aplp2	5955	4557
Sympk_3	Sympk	1030	818
Yars_3	Yars	359	421
Actr5_3	Actr5	1588	1612
Rorb_2	Rorb	140	123
Jup_4	Jup	3004	2383
Polq_2	Polq	1187	735
Trim41_2	Trim41	2873	2862
Gcm1_3	Gcm1	12958	10520
Foxr2_4	Foxr2	1400	1140
Atm_4	Atm	3119	1960
Nr6a1_3	Nr6a1	3784	3025
Psmd3_3	Psmd3	526	385
C1d_3	C1d	3544	3367
Tbx10_3	Tbx10	4975	4493
Pou6f1_4	Pou6f1	4697	4152
Acat3_1	Acat3	10335	8597
Pbx2_4	Pbx2	4365	3662
Map4k3_2	Map4k3	3808	3110
Fgf2_2	Fgf2	2566	2252
Pde4d_5	Pde4d	6567	4821
Gemin7_4	Gemin7	937	852
Svep1_2	Svep1	10276	9226
Rbm3_4	Rbm3	2183	2124
Cfl1_4	Cfl1	683	520
Rufy1_2	Rufy1	4326	3715
Ptpn6_2	Ptpn6	5719	4865
Ube2n_2	Ube2n	1956	1633
Eme2_3	Eme2	2363	1934
Cnot6l_1	Cnot6l	7060	5504
Dna2_1	Dna2	1260	1316
Usb1_1	Usb1	809	583
Lrwd1_3	Lrwd1	1958	1649
Mgea5_4	Mgea5	1134	920
Nxf2_2	Nxf2	3109	2498
Dmd_2	Dmd	3947	2929
Prickle2_2	Prickle2	3295	2761
Vldlr_2	Vldlr	7069	5678
Nprl3_3	Nprl3	5136	4939
Tufm_4	Tufm	423	342
Ndufb4_2	Ndufb4	1113	937
Rsc1a1_3	Rsc1a1	3783	3320
Rhpn2_4	Rhpn2	5461	5347
Fgf4_1	Fgf4	12398	10222
Hsf5_4	Hsf5	921	839
Foxp2_3	Foxp2	5581	5160
Faf1_1	Faf1	5561	5191
Bard1_2	Bard1	1155	817
Zfp518b_1	Zfp518b	6925	5977
Atxn7l3_4	Atxn7l3	4873	3075
Nipsnap3b_1	Nipsnap3b	3583	3168
Ndnl2_2	Ndnl2	770	704
Hdac1_3	Hdac1	1626	1354
Zpbp_1	Zpbp	2445	1959
Fam76b_3	Fam76b	4677	3626
Ngly1_2	Ngly1	2765	2608
Bcl11b_1	Bcl11b	1297	1303
Dhx30_1	Dhx30	483	350
Naa38_3	Naa38	1281	1005
Pde4dip_1	Pde4dip	5356	4657
Prkcz_5	Prkcz	4745	3722
Dab2_1	Dab2	5854	5370
Nr1h3_1	Nr1h3	4729	3915
Dis3_3	Dis3	1935	1464
Supt3_1	Supt3	2043	1836
Hectd3_2	Hectd3	5475	4164
Aebp1_2	Aebp1	4835	4401
Neu2_1	Neu2	6756	6323
Mycl_4	Mycl	1253	1063
C1d_5	C1d	422	393
Cc2d1a_3	Cc2d1a	735	598
Alb_1	Alb	4613	4040
Mga_3	Mga	1450	1423
Med31_1	Med31	405	740
Dck_4	Dck	1550	1411
Txlng_2	Txlng	3307	2251
Meis1_1	Meis1	491	554
Chp2_4	Chp2	3460	2971
Cdkl2_3	Cdkl2	4218	3618
Rrp12_2	Rrp12	1444	1595
Jund_1	Jund	6059	4732
Klk1b27_2	Klk1b27	4079	3308
Svep1_1	Svep1	6263	5310
Neurog2_1	Neurog2	4172	3333
Jade3_3	Jade3	2338	2002
Gtf2a1_3	Gtf2a1	4007	3265
Ipmk_1	Ipmk	7599	6464
Ccnd3_5	Ccnd3	4883	4094
Foxr2_3	Foxr2	4714	3853
Grm5_3	Grm5	7615	6079
Pou3f4_1	Pou3f4	6246	5301
Ocrl_2	Ocrl	5496	4639
Csnk2a1_1	Csnk2a1	2191	1936
Rrm2b_3	Rrm2b	4428	3924
Txnl4a_3	Txnl4a	799	828
Zfp787_2	Zfp787	4012	2892
Med12l_2	Med12l	3032	2505
Zbtb34_3	Zbtb34	4691	3841
Slc6a1_1	Slc6a1	16957	12955
Mdm2_1	Mdm2	374	502
Cd4_2	Cd4	5291	4386
Mark2_4	Mark2	5973	5345
Met_1	Met	6602	6155
Sertad2_3	Sertad2	5742	4874
Khdrbs1_4	Khdrbs1	3358	2700
Mro_2	Mro	6111	4731
Rnpc3_1	Rnpc3	678	342
Setd8_2	Setd8	2157	1377
CTRL0068_1	CTRL0068	6958	5702
Zfp780b_4	Zfp780b	1458	1402
Slc30a9_2	Slc30a9	2379	1962
Ar_2	Ar	2916	2372
Edrf1_1	Edrf1	3519	2865
Hsp90ab1_2	Hsp90ab1	14846	12351
Rsph1_1	Rsph1	4364	3526
Rad23a_2	Rad23a	1284	1153
Zfp518b_4	Zfp518b	413	232
B9d2_3	B9d2	6185	4827
Zfp217_3	Zfp217	1999	1482
Camta2_1	Camta2	4978	4817
Donson_2	Donson	1815	1611
Birc3_1	Birc3	5887	4302
Scn2a1_2	Scn2a1	5540	4161
Psmb11_4	Psmb11	2584	2240
Gtf2b_2	Gtf2b	869	712
Zfp426_2	Zfp426	2275	1705
Tbpl2_3	Tbpl2	2975	2179
Rbak_1	Rbak	2517	2159
Pld3_3	Pld3	4065	3596
Ctnna1_1	Ctnna1	1212	871
Cbln2_1	Cbln2	4470	3678
Hsd11b1_4	Hsd11b1	7334	6506
Stpg1_2	Stpg1	3023	2313
Dnajb11_2	Dnajb11	3964	2897
Cacna1c_4	Cacna1c	2900	2297
Zfp809_1	Zfp809	9342	7595
Npepps_2	Npepps	2325	1804
Recql_1	Recql	2682	2633
Skap1_3	Skap1	5300	4755
Txnip_3	Txnip	5865	5485
Hnrnph1_4	Hnrnph1	8043	7879
Pld4_4	Pld4	3621	2841
H1fnt_3	H1fnt	4057	3317
Pkn1_1	Pkn1	12133	10565
Actg1_3	Actg1	1635	1262
Fbxo6_1	Fbxo6	2346	1759
Spin1_2	Spin1	1773	1519
Dnajb8_1	Dnajb8	1471	1386
Taldo1_2	Taldo1	8222	7120
Ddb1_4	Ddb1	1978	2005
Cbln2_3	Cbln2	3601	3107
E2f2_3	E2f2	5045	4439
Ndufs3_2	Ndufs3	585	521
Tdrd7_3	Tdrd7	5263	4343
Pik3c2g_3	Pik3c2g	4317	3306
Chtf18_2	Chtf18	2087	1663
Amfr_3	Amfr	4374	3783
Brpf3_3	Brpf3	4937	4112
Gfra1_2	Gfra1	7464	6522
Hectd2_1	Hectd2	4498	3720
Slc7a11_2	Slc7a11	3301	2740
Cacnb2_5	Cacnb2	7072	5982
Mapk11_2	Mapk11	3276	2463
Erbb3_1	Erbb3	6667	5850
Map3k2_1	Map3k2	8537	7108
Trerf1_1	Trerf1	9053	7450
Aff3_3	Aff3	8455	6014
Dcaf6_2	Dcaf6	1698	1000
Per1_1	Per1	1766	1310
Adgrl2_3	Adgrl2	3309	2557
Fstl3_3	Fstl3	3245	3042
Rbm12_4	Rbm12	5191	4219
Psmb9_1	Psmb9	4852	4152
Gabrg3_4	Gabrg3	2031	1492
Caml_4	Caml	342	175
Becn1_1	Becn1	3580	2720
Lrrc10_4	Lrrc10	2057	1631
Tnmd_4	Tnmd	731	552
Fam96a_4	Fam96a	4924	3961
Zfpm1_2	Zfpm1	10641	8967
Itgb1_4	Itgb1	2951	2427
Sdad1_3	Sdad1	4946	3625
Chrnb4_1	Chrnb4	2203	1795
Obox3_4	Obox3	4797	3981
Gpsm2_2	Gpsm2	4680	3979
Kctd10_3	Kctd10	4430	3578
Tex15_1	Tex15	4048	3578
Gbp2_4	Gbp2	1959	1646
Oxtr_4	Oxtr	3401	2749
Tab1_1	Tab1	3889	3491
Rps6ka4_4	Rps6ka4	4421	4422
Cenpw_3	Cenpw	879	675
Hectd3_3	Hectd3	4975	4066
Hoxb2_3	Hoxb2	8928	8058
Stambp_1	Stambp	5155	5168
Cc2d1b_3	Cc2d1b	4242	3520
Zfp677_1	Zfp677	277	228
Ubxn7_4	Ubxn7	471	317
Ccrn4l_2	Ccrn4l	2515	2076
Rrs1_2	Rrs1	784	678
Ercc2_4	Ercc2	445	441
Aes_2	Aes	4211	3438
Crebbp_1	Crebbp	7080	5312
Rars_1	Rars	1111	734
Trip13_1	Trip13	601	541
Irf2bp1_1	Irf2bp1	5112	4185
Bccip_4	Bccip	1239	1042
Fgf11_3	Fgf11	3826	3048
Notch2_3	Notch2	23271	18344
Npas1_4	Npas1	2834	2336
Ppib_3	Ppib	2935	2330
Klk6_3	Klk6	1312	1122
Ngfrap1_2	Ngfrap1	1511	1523
Dnajc9_3	Dnajc9	49	22
Polr1c_4	Polr1c	1460	1462
Gins3_4	Gins3	1432	1453
H2afy2_4	H2afy2	5048	4672
Rrs1_1	Rrs1	246	328
H3f3b_4	H3f3b	4563	3619
Nolc1_3	Nolc1	2730	2118
Irf5_2	Irf5	5745	4605
Nvl_4	Nvl	2536	2292
Stk17b_2	Stk17b	5275	4648
Cpt2_2	Cpt2	17435	14223
Id2_1	Id2	4470	3717
E330034G19Rik_3	E330034G19Rik	2247	1530
Tmem57_3	Tmem57	12234	9892
Ate1_4	Ate1	4633	3939
Lin52_4	Lin52	1724	1516
Wdr43_1	Wdr43	415	451
Nipbl_4	Nipbl	3345	3066
Runx3_1	Runx3	8987	7420
Sh3bp4_4	Sh3bp4	5397	3991
Pus1_3	Pus1	6610	5816
Ptch1_1	Ptch1	6458	6568
Scamp2_2	Scamp2	2894	2147
Sprr2d_2	Sprr2d	7456	6239
Tctex1d4_3	Tctex1d4	3944	3621
Kmt2c_2	Kmt2c	1505	1414
Mettl22_2	Mettl22	2423	1947
Tlk2_1	Tlk2	1038	992
S100a6_1	S100a6	2932	2297
Hpse_2	Hpse	11882	10749
Kcnj11_1	Kcnj11	12420	9150
Egfr_5	Egfr	2872	2644
Rpl37a_2	Rpl37a	261	256
Cenpu_3	Cenpu	1180	573
Fam120b_2	Fam120b	2673	2339
1110004E09Rik_3	1110004E09Rik	2426	2078
Ice2_4	Ice2	1985	1608
Cep350_2	Cep350	2829	2517
Ehhadh_2	Ehhadh	666	517
Zbtb12_2	Zbtb12	6367	5433
Pitx1_3	Pitx1	7294	6089
Ret_1	Ret	3591	2792
Zkscan1_1	Zkscan1	2371	1884
Rusc1_1	Rusc1	3114	2545
Cd4_1	Cd4	5530	3960
Dusp11_4	Dusp11	405	448
Raver2_3	Raver2	4374	3655
Tnfrsf1b_4	Tnfrsf1b	6170	5125
Rnase1_1	Rnase1	6384	5560
Tmc8_1	Tmc8	5440	5032
Klf14_1	Klf14	5072	3871
Oprk1_4	Oprk1	6531	5161
Bhlha9_2	Bhlha9	6363	5593
Themis2_1	Themis2	3110	2769
Gstm5_2	Gstm5	4507	4507
Dpf3_4	Dpf3	1907	1677
Zfp553_2	Zfp553	3183	3037
Ptpn14_4	Ptpn14	9793	8219
Cpsf2_4	Cpsf2	745	780
Myof_3	Myof	5360	4038
Snapc1_1	Snapc1	249	345
Hdac2_1	Hdac2	4286	3550
Rab11fip2_2	Rab11fip2	1483	1290
Ccnc_1	Ccnc	1604	1428
Smo_2	Smo	10107	9313
Nfkb2_3	Nfkb2	7140	5960
Maoa_2	Maoa	3258	2671
Urb1_1	Urb1	2310	1793
Sin3a_4	Sin3a	976	655
Hormad1_1	Hormad1	5541	4722
Elp2_4	Elp2	1712	1591
Skor2_1	Skor2	2926	2520
Rec8_1	Rec8	3319	2301
Cyld_3	Cyld	5781	4759
Mecp2_1	Mecp2	1328	1391
Tacc2_2	Tacc2	5717	5405
Zmat3_2	Zmat3	3739	2987
Zscan10_1	Zscan10	4897	4043
Cdk5r1_3	Cdk5r1	3569	2858
Ift74_4	Ift74	3153	2789
Igfbp3_3	Igfbp3	6793	5606
Skp1a_3	Skp1a	1571	1485
Fdps_5	Fdps	206	248
Wwp1_3	Wwp1	6116	5030
Smtnl1_3	Smtnl1	6218	5124
Cdc14a_1	Cdc14a	6702	5275
Helz2_2	Helz2	2609	2006
Rarres1_4	Rarres1	1740	1388
Tsr1_4	Tsr1	368	166
Klf7_1	Klf7	8390	6573
Isoc2b_2	Isoc2b	3267	2801
Gtf2a1_1	Gtf2a1	1083	1227
Kdr_3	Kdr	20388	16037
Rarb_4	Rarb	22326	19215
Etv2_1	Etv2	4865	3971
Cep164_2	Cep164	2239	1750
Aatf_2	Aatf	1790	1741
Dtymk_4	Dtymk	573	568
Apbb2_4	Apbb2	3268	2625
Twist1_4	Twist1	12266	11062
Fam175b_4	Fam175b	3923	3117
Kif18b_3	Kif18b	463	339
Rwdd3_4	Rwdd3	4575	3962
Aurkaip1_4	Aurkaip1	933	779
Eef1a1_5	Eef1a1	69	82
Bcl6_4	Bcl6	11036	8546
Rfxank_1	Rfxank	913	979
Dhps_2	Dhps	489	530
Dusp3_3	Dusp3	3297	2746
Trim7_1	Trim7	4771	4104
Stat6_4	Stat6	1087	973
Hdac1_1	Hdac1	7691	6908
Id3_1	Id3	3408	2901
4933402J07Rik_3	4933402J07Rik	7082	7570
Gemin4_3	Gemin4	3455	2539
Xbp1_2	Xbp1	2346	1894
Fndc8_4	Fndc8	1711	1668
Esx1_1	Esx1	3858	3073
Mapk12_1	Mapk12	2517	1838
Rpl7_4	Rpl7	264	297
Creb3l1_4	Creb3l1	7482	6489
Ciita_4	Ciita	4687	3243
Pdcd4_4	Pdcd4	5002	4029
Strada_2	Strada	617	569
Chrac1_2	Chrac1	4248	3853
Htr2b_4	Htr2b	6054	4791
Bcl2l1_2	Bcl2l1	1227	1035
Dyrk1a_1	Dyrk1a	1998	1656
Map2_2	Map2	6751	5388
Pigq_2	Pigq	2578	2074
Htr2a_2	Htr2a	7700	6580
Kcnma1_5	Kcnma1	1290	1156
Wdr11_2	Wdr11	1791	1393
Mitf_1	Mitf	10759	9101
Pnpo_1	Pnpo	8014	6893
Zcchc7_2	Zcchc7	6029	5381
Lmna_3	Lmna	1528	1237
Il2rg_1	Il2rg	1846	1722
Rps27l_2	Rps27l	727	398
Acad9_3	Acad9	1595	1598
Pak2_4	Pak2	1807	1305
Fam98a_4	Fam98a	4103	3023
Tbx5_3	Tbx5	1630	1262
Vgll1_1	Vgll1	4390	3412
Ola1_2	Ola1	3175	2765
Foxf2_4	Foxf2	1316	1272
Hsp90ab1_5	Hsp90ab1	4614	4584
Edc4_2	Edc4	2196	1815
Cacna1b_2	Cacna1b	5007	3689
Tjp1_2	Tjp1	7099	4881
Gabpb1_3	Gabpb1	887	1215
Slc50a1_4	Slc50a1	6008	5904
Mbd6_3	Mbd6	1278	1090
Fanci_3	Fanci	6609	5729
Wtip_2	Wtip	9676	7609
Tspo_5	Tspo	4720	3919
Otub1_2	Otub1	942	938
Gabra4_3	Gabra4	980	534
Nuf2_3	Nuf2	977	1069
Slc18a2_1	Slc18a2	3946	3175
Braf_3	Braf	9749	7907
Unkl_3	Unkl	6983	5733
Ppp1r13b_1	Ppp1r13b	7088	6093
Cog3_4	Cog3	1132	806
Taf1a_3	Taf1a	1095	859
Ndel1_2	Ndel1	6150	4955
Cnot3_2	Cnot3	511	435
Trip10_3	Trip10	9634	8278
Mtor_1	Mtor	936	849
Unc45a_2	Unc45a	3513	3285
Rbm39_1	Rbm39	1268	861
Hmgb1_3	Hmgb1	1943	1708
Tead4_4	Tead4	6405	5828
Dmrtc1a_3	Dmrtc1a	1459	1547
Trip10_2	Trip10	7826	6509
Ss18_2	Ss18	2783	2704
Hspb6_4	Hspb6	2165	2138
Zfp647_3	Zfp647	2694	2601
Strap_2	Strap	192	123
Slc7a11_4	Slc7a11	2615	2058
Itgam_2	Itgam	3736	2902
Cbx4_3	Cbx4	2680	2370
Nedd1_4	Nedd1	1601	1259
Srfbp1_2	Srfbp1	764	490
Trim23_4	Trim23	3866	3823
Pax9_1	Pax9	5854	4412
Msrb1_2	Msrb1	4575	3840
Smurf1_3	Smurf1	2133	1984
Aebp1_3	Aebp1	3741	3176
Hnrnpu_3	Hnrnpu	825	755
Sirt3_3	Sirt3	3452	2681
Nr2c2ap_4	Nr2c2ap	542	524
1110017D15Rik_3	1110017D15Rik	9737	8283
Usp28_2	Usp28	6204	4731
Mgme1_3	Mgme1	4336	3766
Cyld_4	Cyld	2750	2306
Cul3_2	Cul3	1958	1555
Nr2e1_3	Nr2e1	369	517
Orc3_3	Orc3	2654	2646
Rgs13_2	Rgs13	2809	2244
Dlgap5_3	Dlgap5	4804	3850
Hoxb8_2	Hoxb8	506	580
Tacstd2_2	Tacstd2	2938	2825
Hnf1b_4	Hnf1b	474	465
Flcn_4	Flcn	706	578
Dusp6_1	Dusp6	8750	7194
Gcfc2_1	Gcfc2	3709	3203
Mtf1_2	Mtf1	3760	3297
Baiap2l1_3	Baiap2l1	474	321
Psmb6_1	Psmb6	1610	1681
Zbtb9_4	Zbtb9	6144	4864
Celf2_3	Celf2	7563	6276
Sox15_3	Sox15	14182	11480
Slfn1_2	Slfn1	3930	3539
Cstb_2	Cstb	1317	1071
Hmgb4_2	Hmgb4	6555	5643
Cers6_3	Cers6	3534	2966
Impdh1_2	Impdh1	1236	1011
C330006A16Rik_3	C330006A16Rik	5416	4249
Gprc5a_5	Gprc5a	8804	8043
Mei4_2	Mei4	3843	3362
Azgp1_1	Azgp1	3881	3011
Oxr1_1	Oxr1	8252	7075
Hmgcl_5	Hmgcl	6302	5487
Sco2_4	Sco2	539	482
Foxo4_2	Foxo4	6381	5008
Rhox12_4	Rhox12	5474	4147
Gtf2h1_2	Gtf2h1	5169	4617
Ighmbp2_4	Ighmbp2	4814	4363
Osr2_4	Osr2	4282	3446
Hspb2_3	Hspb2	3023	2163
Huwe1_4	Huwe1	710	231
Enoph1_2	Enoph1	2936	2613
Orc4_3	Orc4	1430	1731
Ciart_1	Ciart	2710	2290
Fam98b_3	Fam98b	5558	4651
Osbp_2	Osbp	1197	1034
Hnrnpa1_2	Hnrnpa1	1795	1626
Nxt2_1	Nxt2	7957	6258
Bysl_1	Bysl	714	619
Toporsl_2	Toporsl	5965	5405
Psmd8_4	Psmd8	717	794
Kif11_4	Kif11	651	554
Spo11_4	Spo11	4611	3605
Icam1_4	Icam1	7375	5526
Atf2_4	Atf2	2247	1943
Prpf40b_3	Prpf40b	3204	2735
CTRL0080_1	CTRL0080	8368	7133
Fbl_3	Fbl	797	590
Nxt2_2	Nxt2	4536	3579
Ubn1_3	Ubn1	1413	1077
Zfp786_1	Zfp786	4562	3845
Myc_4	Myc	2556	2140
Gpbp1_3	Gpbp1	4762	4654
Chd1l_1	Chd1l	6742	5895
Ovol1_1	Ovol1	5021	4395
Zfp710_3	Zfp710	3237	2234
Cdk10_3	Cdk10	5602	4762
Usp36_3	Usp36	1017	824
Atxn1l_4	Atxn1l	3421	2653
Zfp160_1	Zfp160	3947	3159
Dhx15_1	Dhx15	1121	995
Rit2_3	Rit2	5099	4331
Pex19_1	Pex19	2065	1840
Ankrd42_1	Ankrd42	4091	3385
Parva_2	Parva	3381	2748
Prkaa2_1	Prkaa2	3346	2914
Ypel4_4	Ypel4	3624	2603
Tfpt_4	Tfpt	1305	891
Cryba1_4	Cryba1	412	228
Ints6_2	Ints6	3006	2564
Khk_2	Khk	5838	5400
Cmtr2_2	Cmtr2	782	487
Six3_3	Six3	831	704
Fam71a_1	Fam71a	9205	6969
Aldh1a1_3	Aldh1a1	8138	6916
CTRL0059_1	CTRL0059	6018	5103
CTRL0069_1	CTRL0069	8696	7112
Chrm3_3	Chrm3	1445	1123
Hey2_2	Hey2	5856	4600
Mcm6_1	Mcm6	2414	2382
Anapc2_4	Anapc2	2301	2289
Aspm_1	Aspm	5099	4125
Nol11_3	Nol11	2324	1741
Zfp2_1	Zfp2	1012	917
Zfp300_3	Zfp300	602	674
Tbx20_2	Tbx20	11581	9436
Rhox8_2	Rhox8	4150	3243
Abt1_1	Abt1	1625	1250
Trp53bp1_3	Trp53bp1	3182	2340
Cdyl_1	Cdyl	5347	4897
Chaf1b_2	Chaf1b	808	811
Ccny_2	Ccny	3961	3153
Kif4_3	Kif4	3289	2345
Myh9_4	Myh9	4945	4395
Zmat1_1	Zmat1	6559	5084
Elp4_2	Elp4	832	722
Zfand2a_2	Zfand2a	1836	1682
Zranb3_4	Zranb3	435	320
Diexf_2	Diexf	618	518
Gtf3c6_1	Gtf3c6	1663	1262
Hnrnph1_3	Hnrnph1	5417	5414
Dhx38_3	Dhx38	1961	1927
Adcy3_2	Adcy3	4222	3008
Dot1l_3	Dot1l	1757	1327
Ppwd1_4	Ppwd1	6100	5060
Rnf165_3	Rnf165	4609	3816
Eif5a_4	Eif5a	655	425
Rpp25l_1	Rpp25l	4455	3959
Grik2_5	Grik2	3895	2934
CTRL0085_1	CTRL0085	8541	7719
Xpo7_2	Xpo7	13672	13804
Psmd3_1	Psmd3	964	678
Eef1d_4	Eef1d	4109	3521
Hlf_3	Hlf	4863	3694
Atp1b4_2	Atp1b4	5874	5040
Poln_2	Poln	2849	2720
Synpo2l_3	Synpo2l	7068	5966
Plagl2_2	Plagl2	805	864
Drd3_3	Drd3	4467	3469
Nfatc1_1	Nfatc1	8597	7085
Fbxw11_3	Fbxw11	4692	4567
Ptpn23_4	Ptpn23	1233	991
Izumo4_4	Izumo4	2304	1663
Tfap2c_4	Tfap2c	728	591
Hsph1_3	Hsph1	4200	3301
Ddx27_4	Ddx27	600	438
Itgal_1	Itgal	4037	3165
Ehmt2_1	Ehmt2	486	387
Snd1_1	Snd1	4717	3900
Vps4b_3	Vps4b	1371	1464
Banf2_3	Banf2	8208	6663
Car4_1	Car4	1633	1240
Srgap2_4	Srgap2	3930	3182
Fam96a_2	Fam96a	4791	4033
Rbm7_2	Rbm7	515	520
Uchl1_2	Uchl1	8948	6880
Pdlim7_2	Pdlim7	3617	3354
Pnisr_4	Pnisr	1873	1520
Atp5o_4	Atp5o	1616	1194
Otx1_2	Otx1	6870	5781
Agtr1b_5	Agtr1b	2469	2114
Mcam_1	Mcam	5255	4374
Hopx_4	Hopx	1822	1522
Zfp438_4	Zfp438	2563	1885
Eif5a2_1	Eif5a2	4699	4139
Pms1_2	Pms1	4718	3943
Gtf3c3_1	Gtf3c3	1324	1036
Trim25_1	Trim25	6676	5716
Nfkbib_1	Nfkbib	3417	2986
Vbp1_1	Vbp1	5260	4238
Zfp445_2	Zfp445	8595	6673
Htr1d_1	Htr1d	1725	1348
Klk1b11_3	Klk1b11	3129	2813
Lpin2_4	Lpin2	3674	3038
Loxl2_4	Loxl2	3698	3043
Yy1_1	Yy1	8912	8156
Tnik_3	Tnik	7030	6476
Rpap1_4	Rpap1	1381	1276
Isoc2a_1	Isoc2a	2984	2614
Map2k6_2	Map2k6	3925	2885
Arrb2_2	Arrb2	3842	3421
Hyls1_1	Hyls1	3399	3202
Tor1aip2_4	Tor1aip2	9344	7347
Git2_2	Git2	6731	5971
Dnajb6_3	Dnajb6	361	312
Ighmbp2_1	Ighmbp2	2356	2159
Prdm8_4	Prdm8	5013	4741
Serpinb2_3	Serpinb2	5621	5267
Irf2bp2_4	Irf2bp2	5785	4913
Actr6_1	Actr6	1053	1140
Clp1_3	Clp1	383	394
Jrkl_4	Jrkl	3108	2785
Eif3a_4	Eif3a	511	421
Cat_5	Cat	4352	3495
Zfhx4_3	Zfhx4	3820	3146
D19Bwg1357e_1	D19Bwg1357e	1074	874
Rnf31_1	Rnf31	6086	5258
Lipe_1	Lipe	3567	2783
Pias2_2	Pias2	6462	5063
Cdc34_4	Cdc34	2453	2083
Prkcq_5	Prkcq	4491	3871
Tarbp2_2	Tarbp2	1455	1457
Cd3eap_4	Cd3eap	2039	1826
Hoxa6_4	Hoxa6	3111	2846
Cmtm3_1	Cmtm3	4631	3580
Fbxo11_2	Fbxo11	15259	13372
Unkl_1	Unkl	4117	3616
Tpr_4	Tpr	2798	2335
Carm1_2	Carm1	1802	1978
Wac_2	Wac	482	308
Il33_4	Il33	2330	1888
Prdm16_2	Prdm16	5601	5138
Ddx46_2	Ddx46	1646	1188
Tnfrsf1a_4	Tnfrsf1a	8302	7513
Mark2_2	Mark2	4027	3185
Zfp58_1	Zfp58	4514	4284
Procr_5	Procr	6307	5648
Zfp367_3	Zfp367	2350	1822
Crcp_1	Crcp	1041	956
Irf3_3	Irf3	8406	6969
Ramp3_1	Ramp3	1381	1124
Bag4_3	Bag4	4492	3783
Sebox_2	Sebox	3553	3423
Apoa1_4	Apoa1	2902	2557
Sbds_4	Sbds	1722	1721
Pfkfb1_2	Pfkfb1	1497	1465
Scml4_1	Scml4	6228	5083
Snrpg_3	Snrpg	2733	2381
Mtpn_1	Mtpn	4806	3343
Prkcb_4	Prkcb	13059	11881
Dbx1_2	Dbx1	3037	2701
Spag7_4	Spag7	1792	1567
Anapc5_4	Anapc5	835	762
Cartpt_2	Cartpt	3174	2641
Rad9b_3	Rad9b	3041	2819
Lpl_5	Lpl	3599	3434
Parn_4	Parn	3712	3084
Hadh_3	Hadh	6678	5215
Dhx35_1	Dhx35	1479	1369
Tcp1_3	Tcp1	61	88
Inpp5k_2	Inpp5k	3494	3218
Srsf1_1	Srsf1	1020	830
Six2_4	Six2	6332	4888
Rrm1_2	Rrm1	2248	1647
Taf8_4	Taf8	3072	2479
Rilpl1_3	Rilpl1	2605	1893
Zfp800_3	Zfp800	2471	1553
Rchy1_1	Rchy1	3447	2652
Chchd1_2	Chchd1	1898	1871
Dgki_1	Dgki	2586	2427
Eif4e2_4	Eif4e2	2329	1817
Prdm10_1	Prdm10	1511	1684
Phf13_3	Phf13	2238	2110
Klf4_1	Klf4	1768	1282
Urb2_4	Urb2	2526	2288
Prm1_2	Prm1	3144	2661
Hmgcr_1	Hmgcr	2657	2287
Arfgef2_2	Arfgef2	2990	2532
Dyx1c1_1	Dyx1c1	2885	2210
Ikzf4_4	Ikzf4	5438	4424
Zbtb40_2	Zbtb40	5673	4255
Acat3_4	Acat3	12658	10808
Lpxn_2	Lpxn	6629	5417
Aen_1	Aen	4957	4185
Park2_3	Park2	4510	3751
Slc6a4_5	Slc6a4	5555	4847
Camta1_1	Camta1	3935	3514
Ecd_3	Ecd	317	341
Ikbkb_2	Ikbkb	22419	19149
Apex1_5	Apex1	423	418
Prkag1_3	Prkag1	5605	4361
Fosl1_3	Fosl1	6405	5406
Jade2_1	Jade2	4267	4033
Ryr2_3	Ryr2	17045	15079
Ubc_1	Ubc	3581	3313
Accs_2	Accs	3170	2617
Myd88_4	Myd88	3089	2839
E330034G19Rik_1	E330034G19Rik	4995	4472
Baz1b_3	Baz1b	906	767
Mapkap1_4	Mapkap1	2347	1868
Sord_4	Sord	1252	1289
Ndufb5_1	Ndufb5	663	710
Zfp964_3	Zfp964	1465	1107
Mllt1_4	Mllt1	7132	5973
Tubb3_1	Tubb3	4401	4021
Fam169a_2	Fam169a	1031	1125
Zbtb8b_4	Zbtb8b	4350	3567
Tle3_2	Tle3	3339	2747
Mdc1_4	Mdc1	1576	1509
Med19_3	Med19	2374	2076
Psmd2_5	Psmd2	357	230
Krt5_1	Krt5	5074	4125
Arl4a_4	Arl4a	1645	1400
Zc3h15_3	Zc3h15	5018	4395
Casp2_2	Casp2	6781	5277
Kcnh8_4	Kcnh8	3649	3242
Trim35_2	Trim35	5956	5334
Mmp14_4	Mmp14	4095	4087
Zfp62_1	Zfp62	508	338
Enthd1_5	Enthd1	9626	8775
Wasl_3	Wasl	2139	1913
CTRL0027_1	CTRL0027	9698	7444
Epha1_1	Epha1	2719	2222
Ctnnd1_2	Ctnnd1	3623	3030
Abl1_1	Abl1	3644	2954
Fads1_1	Fads1	7796	6702
Sccpdh_1	Sccpdh	5320	4494
Atf4_2	Atf4	204	149
Cbx8_2	Cbx8	3888	2573
Tsga10_1	Tsga10	4790	4057
2700029M09Rik_3	2700029M09Rik	1957	1035
Htr3b_4	Htr3b	1163	1029
Zfp329_4	Zfp329	5931	4575
Prpf40a_4	Prpf40a	1753	1564
